"Ing1","Ing2","Occurrence"
"salted capers","canned tuna","0"
"salted capers","sebago potatoes","0"
"salted capers","extra virgin olive oil ","0"
"salted capers","dried oregano ","0"
"salted capers","garfish","0"
"salted capers","olive oil ","0"
"salted capers","plain flour ","0"
"salted capers","semolina ","0"
"salted capers","margarine ","0"
"salted capers","orange juice or water ","0"
"salted capers","jar  of treacle ","0"
"salted capers","mandarin","0"
"salted capers","ground cloves ","0"
"salted capers","mixed spice ","0"
"salted capers","aniseed liqueur ","0"
"salted capers","hot water ","0"
"salted capers","semolina","0"
"salted capers","finely grated lemon rind","0"
"salted capers"," tsp vanilla essence","0"
"salted capers","wholemeal breadcrumbs","0"
"salted capers","skim milk","0"
"salted capers","chicken mince","0"
"salted capers","mixed herbs","0"
"salted capers","egg","0"
"salted capers","tomatoes","0"
"salted capers","Parsley to garnish","0"
"salted capers","eggplant","0"
"salted capers","celery stalks","0"
"salted capers","olives","0"
"salted capers","capers","0"
"salted capers"," water","0"
"salted capers","globe artichokes","0"
"salted capers","heads garlic","0"
"salted capers","finely chopped parsley","0"
"salted capers","green or black olives","0"
"salted capers","can tuna","0"
"salted capers","ground almonds","0"
"salted capers","sugar","0"
"salted capers","cocoa powder","0"
"salted capers","ground cloves","0"
"salted capers","orange flower water","0"
"salted capers","chopped roasted almonds","0"
"salted capers","dried chestnuts","0"
"salted capers","mandarin peel","0"
"salted capers","of ground cloves","0"
"salted capers","of ground aniseed","0"
"salted capers","sesame seeds","0"
"salted capers","butter ","0"
"salted capers","chicken or beef stock ","0"
"salted capers","tomato paste ","0"
"salted capers","tomato puree ","0"
"salted capers","macaroni or penne ","0"
"salted capers","parmesan","0"
"salted capers","tasty cheese","0"
"salted capers","salt and pepper ","0"
"salted capers","puff pastry sheets","0"
"salted capers","large onions","0"
"salted capers","tin tomatoes ","0"
"salted capers","flat-leaf parsley leaves ","0"
"salted capers","red wine ","0"
"salted capers","water ","0"
"salted capers","thin slices of topside or round steak ","0"
"salted capers","minced veal ","0"
"salted capers","bacon rashers","0"
"salted capers","finely chopped flat-leaf parsley","0"
"salted capers","finely chopped oregano","0"
"salted capers","spring onion","0"
"salted capers","grated gbejniet","0"
"salted capers","salt and pepper","0"
"salted capers","day-old loaf of bread","0"
"salted capers","sugar ","0"
"salted capers","custard powder ","0"
"salted capers","cornflour ","0"
"salted capers","cocoa ","0"
"salted capers","mixed dried fruit such as sultanas","0"
"salted capers","almonds ","0"
"salted capers","glacé cherries","0"
"salted capers","vanilla extract ","0"
"salted capers","whisky","0"
"salted capers","French shallots","0"
"salted capers","head garlic","0"
"salted capers","sprigs of thyme ","0"
"salted capers","sherry vinegar","0"
"salted capers","port","0"
"salted capers","reduced chicken stock","0"
"salted capers","large washed Sebago potatoes","0"
"salted capers","Maltese pork sausage meat","0"
"salted capers","baby rocket leaves","0"
"salted capers","sprigs thyme ","0"
"salted capers","brandy","0"
"salted capers","truffle oil","0"
"salted capers","truffle paste","0"
"salted capers","rabbit  ","0"
"salted capers","bay leaves ","0"
"salted capers","slices of dense","0"
"salted capers","kunserva  ","0"
"salted capers","capers ","0"
"salted capers","white anchovies or tinned tuna in oil","0"
"salted capers","sea salt and freshly ground black pepper ","0"
"salted capers","chopped parsley ","0"
"salted capers","kohlrabi","0"
"salted capers","podded broad beans","0"
"salted capers","podded peas  ","0"
"salted capers","small cauliflower","0"
"salted capers","vegetable or chicken stock ","0"
"basil leaves","basil leaves","2"
"basil leaves","pitted black olives","1"
"basil leaves","pure icing sugar","0"
"basil leaves","baking powder","0"
"basil leaves","lemons","0"
"basil leaves","cold unsalted butter","0"
"basil leaves","egg yolks","0"
"basil leaves","drops orange blossom water","0"
"basil leaves","marzipan","0"
"basil leaves","small Easter eggs","0"
"basil leaves","egg whites","0"
"basil leaves","Red and black food colouring","0"
"basil leaves","onion","0"
"basil leaves","garlic cloves","1"
"basil leaves","bay leaves","1"
"basil leaves","bacon","0"
"basil leaves","minced beef","0"
"basil leaves","minced pork","0"
"basil leaves","chicken livers","0"
"basil leaves","canned chopped tomatoes","0"
"basil leaves","beef stock","0"
"basil leaves","of grated nutmeg","0"
"basil leaves","penne or other tubular pasta","0"
"basil leaves","finely grated parmesan","0"
"basil leaves","frozen puff pastry","0"
"basil leaves","milk","0"
"basil leaves","flat-leaf parsley","0"
"basil leaves","eschalot","0"
"basil leaves","baby capers","0"
"basil leaves","lemon juice","0"
"basil leaves","dried broad beans","0"
"basil leaves","long red chilli","0"
"basil leaves","lemon","0"
"basil leaves","crackers and raw carrots","0"
"basil leaves","ripe pears","0"
"basil leaves","sweet dessert wine","0"
"basil leaves","almond meal","0"
"basil leaves","caster sugar","0"
"basil leaves","unsalted butter","0"
"basil leaves","amaretto","0"
"basil leaves","grated lemon rind","0"
"basil leaves","ice-cream or warm vanilla custard","0"
"basil leaves","red apples","0"
"basil leaves","dried figs","0"
"basil leaves","apple juice","0"
"basil leaves","finely grated rind of one lemon","0"
"basil leaves","self-raising flour","0"
"basil leaves","ground cinnamon","0"
"basil leaves","mixed spice","0"
"basil leaves","whipped cream","0"
"basil leaves","boneless pork shoulder","0"
"basil leaves","dried mint ","0"
"basil leaves","flaked almonds","0"
"basil leaves","whole cloves","0"
"basil leaves","cinnamon sticks","0"
"basil leaves","soy sauce","0"
"basil leaves","fish sauce","0"
"basil leaves","brown sugar","0"
"basil leaves","sabaht baharat  (see note)","0"
"basil leaves","minced garlic","0"
"basil leaves","salt ","0"
"basil leaves","ice-cold water ","0"
"basil leaves","Kewpie mayonnaise","0"
"basil leaves","Dijon mustard","0"
"basil leaves","honey","0"
"basil leaves","rabbit pieces","0"
"basil leaves","large brown onion","0"
"basil leaves","tin whole peeled tomatoes","0"
"basil leaves","white wine","0"
"basil leaves","sprigs of rosemary","0"
"basil leaves","carrots","0"
"basil leaves","mushrooms","0"
"basil leaves","cooked white rice","0"
"basil leaves","fresh peaches","0"
"basil leaves","white flour","0"
"basil leaves","wheat flour","0"
"basil leaves","white sugar","0"
"basil leaves","vanilla extract","0"
"basil leaves","ice-cream or yoghurt","0"
"basil leaves","pitted dates","0"
"basil leaves","evaporated milk ","0"
"basil leaves","whiskey","0"
"basil leaves","plain biscuits","0"
"basil leaves","roasted hazelnuts","0"
"basil leaves","dried apricots","0"
"basil leaves","good quality dark chocolate","0"
"basil leaves","icing sugar","0"
"basil leaves","rice","0"
"basil leaves","chopped onions","0"
"basil leaves","fresh mint","0"
"basil leaves","anchovy fillets","0"
"basil leaves","canned tuna","0"
"basil leaves","sebago potatoes","0"
"basil leaves","extra virgin olive oil ","0"
"basil leaves","dried oregano ","0"
"basil leaves","garfish","0"
"basil leaves","olive oil ","1"
"basil leaves","plain flour ","0"
"basil leaves","semolina ","0"
"basil leaves","margarine ","0"
"basil leaves","orange juice or water ","0"
"basil leaves","jar  of treacle ","0"
"basil leaves","mandarin","0"
"basil leaves","ground cloves ","0"
"basil leaves","mixed spice ","0"
"basil leaves","aniseed liqueur ","0"
"basil leaves","hot water ","0"
"basil leaves","semolina","0"
"basil leaves","finely grated lemon rind","0"
"basil leaves"," tsp vanilla essence","0"
"basil leaves","wholemeal breadcrumbs","0"
"basil leaves","skim milk","0"
"basil leaves","chicken mince","0"
"basil leaves","mixed herbs","0"
"basil leaves","egg","0"
"basil leaves","tomatoes","0"
"basil leaves","Parsley to garnish","0"
"basil leaves","eggplant","0"
"basil leaves","celery stalks","0"
"basil leaves","olives","0"
"basil leaves","capers","0"
"basil leaves"," water","0"
"basil leaves","globe artichokes","0"
"basil leaves","heads garlic","0"
"basil leaves","finely chopped parsley","0"
"basil leaves","green or black olives","0"
"basil leaves","can tuna","0"
"basil leaves","ground almonds","0"
"basil leaves","sugar","0"
"basil leaves","cocoa powder","0"
"basil leaves","ground cloves","0"
"basil leaves","orange flower water","0"
"basil leaves","chopped roasted almonds","0"
"basil leaves","dried chestnuts","0"
"basil leaves","mandarin peel","0"
"basil leaves","of ground cloves","0"
"basil leaves","of ground aniseed","0"
"basil leaves","sesame seeds","0"
"basil leaves","butter ","0"
"basil leaves","chicken or beef stock ","0"
"basil leaves","tomato paste ","0"
"basil leaves","tomato puree ","0"
"basil leaves","macaroni or penne ","0"
"basil leaves","parmesan","0"
"basil leaves","tasty cheese","0"
"basil leaves","salt and pepper ","1"
"basil leaves","puff pastry sheets","0"
"basil leaves","large onions","1"
"basil leaves","tin tomatoes ","1"
"basil leaves","flat-leaf parsley leaves ","1"
"basil leaves","red wine ","1"
"basil leaves","water ","1"
"basil leaves","thin slices of topside or round steak ","1"
"basil leaves","minced veal ","1"
"basil leaves","bacon rashers","1"
"basil leaves","finely chopped flat-leaf parsley","1"
"basil leaves","finely chopped oregano","1"
"basil leaves","spring onion","1"
"basil leaves","grated gbejniet","1"
"basil leaves","salt and pepper","1"
"basil leaves","day-old loaf of bread","0"
"basil leaves","sugar ","0"
"basil leaves","custard powder ","0"
"basil leaves","cornflour ","0"
"basil leaves","cocoa ","0"
"basil leaves","mixed dried fruit such as sultanas","0"
"basil leaves","almonds ","0"
"basil leaves","glacé cherries","0"
"basil leaves","vanilla extract ","0"
"basil leaves","whisky","0"
"basil leaves","French shallots","0"
"basil leaves","head garlic","0"
"basil leaves","sprigs of thyme ","0"
"basil leaves","sherry vinegar","0"
"basil leaves","port","0"
"basil leaves","reduced chicken stock","0"
"basil leaves","large washed Sebago potatoes","0"
"basil leaves","Maltese pork sausage meat","0"
"basil leaves","baby rocket leaves","0"
"basil leaves","sprigs thyme ","0"
"basil leaves","brandy","0"
"basil leaves","truffle oil","0"
"basil leaves","truffle paste","0"
"basil leaves","rabbit  ","0"
"basil leaves","bay leaves ","0"
"basil leaves","slices of dense","0"
"basil leaves","kunserva  ","0"
"basil leaves","capers ","0"
"basil leaves","white anchovies or tinned tuna in oil","0"
"basil leaves","sea salt and freshly ground black pepper ","0"
"basil leaves","chopped parsley ","0"
"basil leaves","kohlrabi","0"
"basil leaves","podded broad beans","0"
"basil leaves","podded peas  ","0"
"basil leaves","small cauliflower","0"
"basil leaves","vegetable or chicken stock ","0"
"pitted black olives","pitted black olives","1"
"pitted black olives","pure icing sugar","0"
"pitted black olives","baking powder","0"
"pitted black olives","lemons","0"
"pitted black olives","cold unsalted butter","0"
"pitted black olives","egg yolks","0"
"pitted black olives","drops orange blossom water","0"
"pitted black olives","marzipan","0"
"pitted black olives","small Easter eggs","0"
"pitted black olives","egg whites","0"
"pitted black olives","Red and black food colouring","0"
"pitted black olives","onion","0"
"pitted black olives","garlic cloves","0"
"pitted black olives","bay leaves","0"
"pitted black olives","bacon","0"
"pitted black olives","minced beef","0"
"pitted black olives","minced pork","0"
"pitted black olives","chicken livers","0"
"pitted black olives","canned chopped tomatoes","0"
"pitted black olives","beef stock","0"
"pitted black olives","of grated nutmeg","0"
"pitted black olives","penne or other tubular pasta","0"
"pitted black olives","finely grated parmesan","0"
"pitted black olives","frozen puff pastry","0"
"pitted black olives","milk","0"
"pitted black olives","flat-leaf parsley","0"
"pitted black olives","eschalot","0"
"pitted black olives","baby capers","0"
"pitted black olives","lemon juice","0"
"pitted black olives","dried broad beans","0"
"pitted black olives","long red chilli","0"
"pitted black olives","lemon","0"
"pitted black olives","crackers and raw carrots","0"
"pitted black olives","ripe pears","0"
"pitted black olives","sweet dessert wine","0"
"pitted black olives","almond meal","0"
"pitted black olives","caster sugar","0"
"pitted black olives","unsalted butter","0"
"pitted black olives","amaretto","0"
"pitted black olives","grated lemon rind","0"
"pitted black olives","ice-cream or warm vanilla custard","0"
"pitted black olives","red apples","0"
"pitted black olives","dried figs","0"
"pitted black olives","apple juice","0"
"pitted black olives","finely grated rind of one lemon","0"
"pitted black olives","self-raising flour","0"
"pitted black olives","ground cinnamon","0"
"pitted black olives","mixed spice","0"
"pitted black olives","whipped cream","0"
"pitted black olives","boneless pork shoulder","0"
"pitted black olives","dried mint ","0"
"pitted black olives","flaked almonds","0"
"pitted black olives","whole cloves","0"
"pitted black olives","cinnamon sticks","0"
"pitted black olives","soy sauce","0"
"pitted black olives","fish sauce","0"
"pitted black olives","brown sugar","0"
"pitted black olives","sabaht baharat  (see note)","0"
"pitted black olives","minced garlic","0"
"pitted black olives","salt ","0"
"pitted black olives","ice-cold water ","0"
"pitted black olives","Kewpie mayonnaise","0"
"pitted black olives","Dijon mustard","0"
"pitted black olives","honey","0"
"pitted black olives","rabbit pieces","0"
"pitted black olives","large brown onion","0"
"pitted black olives","tin whole peeled tomatoes","0"
"pitted black olives","white wine","0"
"pitted black olives","sprigs of rosemary","0"
"pitted black olives","carrots","0"
"pitted black olives","mushrooms","0"
"pitted black olives","cooked white rice","0"
"pitted black olives","fresh peaches","0"
"pitted black olives","white flour","0"
"pitted black olives","wheat flour","0"
"pitted black olives","white sugar","0"
"pitted black olives","vanilla extract","0"
"pitted black olives","ice-cream or yoghurt","0"
"pitted black olives","pitted dates","0"
"pitted black olives","evaporated milk ","0"
"pitted black olives","whiskey","0"
"pitted black olives","plain biscuits","0"
"pitted black olives","roasted hazelnuts","0"
"pitted black olives","dried apricots","0"
"pitted black olives","good quality dark chocolate","0"
"pitted black olives","icing sugar","0"
"pitted black olives","rice","0"
"pitted black olives","chopped onions","0"
"pitted black olives","fresh mint","0"
"pitted black olives","anchovy fillets","0"
"pitted black olives","canned tuna","0"
"pitted black olives","sebago potatoes","0"
"pitted black olives","extra virgin olive oil ","0"
"pitted black olives","dried oregano ","0"
"pitted black olives","garfish","0"
"pitted black olives","olive oil ","0"
"pitted black olives","plain flour ","0"
"pitted black olives","semolina ","0"
"pitted black olives","margarine ","0"
"pitted black olives","orange juice or water ","0"
"pitted black olives","jar  of treacle ","0"
"pitted black olives","mandarin","0"
"pitted black olives","ground cloves ","0"
"pitted black olives","mixed spice ","0"
"pitted black olives","aniseed liqueur ","0"
"pitted black olives","hot water ","0"
"pitted black olives","semolina","0"
"pitted black olives","finely grated lemon rind","0"
"pitted black olives"," tsp vanilla essence","0"
"pitted black olives","wholemeal breadcrumbs","0"
"pitted black olives","skim milk","0"
"pitted black olives","chicken mince","0"
"pitted black olives","mixed herbs","0"
"pitted black olives","egg","0"
"pitted black olives","tomatoes","0"
"pitted black olives","Parsley to garnish","0"
"pitted black olives","eggplant","0"
"pitted black olives","celery stalks","0"
"pitted black olives","olives","0"
"pitted black olives","capers","0"
"pitted black olives"," water","0"
"pitted black olives","globe artichokes","0"
"pitted black olives","heads garlic","0"
"pitted black olives","finely chopped parsley","0"
"pitted black olives","green or black olives","0"
"pitted black olives","can tuna","0"
"pitted black olives","ground almonds","0"
"pitted black olives","sugar","0"
"pitted black olives","cocoa powder","0"
"pitted black olives","ground cloves","0"
"pitted black olives","orange flower water","0"
"pitted black olives","chopped roasted almonds","0"
"pitted black olives","dried chestnuts","0"
"pitted black olives","mandarin peel","0"
"pitted black olives","of ground cloves","0"
"pitted black olives","of ground aniseed","0"
"pitted black olives","sesame seeds","0"
"pitted black olives","butter ","0"
"pitted black olives","chicken or beef stock ","0"
"pitted black olives","tomato paste ","0"
"pitted black olives","tomato puree ","0"
"pitted black olives","macaroni or penne ","0"
"pitted black olives","parmesan","0"
"pitted black olives","tasty cheese","0"
"pitted black olives","salt and pepper ","0"
"pitted black olives","puff pastry sheets","0"
"pitted black olives","large onions","0"
"pitted black olives","tin tomatoes ","0"
"pitted black olives","flat-leaf parsley leaves ","0"
"pitted black olives","red wine ","0"
"pitted black olives","water ","0"
"pitted black olives","thin slices of topside or round steak ","0"
"pitted black olives","minced veal ","0"
"pitted black olives","bacon rashers","0"
"pitted black olives","finely chopped flat-leaf parsley","0"
"pitted black olives","finely chopped oregano","0"
"pitted black olives","spring onion","0"
"pitted black olives","grated gbejniet","0"
"pitted black olives","salt and pepper","0"
"pitted black olives","day-old loaf of bread","0"
"pitted black olives","sugar ","0"
"pitted black olives","custard powder ","0"
"pitted black olives","cornflour ","0"
"pitted black olives","cocoa ","0"
"pitted black olives","mixed dried fruit such as sultanas","0"
"pitted black olives","almonds ","0"
"pitted black olives","glacé cherries","0"
"pitted black olives","vanilla extract ","0"
"pitted black olives","whisky","0"
"pitted black olives","French shallots","0"
"pitted black olives","head garlic","0"
"pitted black olives","sprigs of thyme ","0"
"pitted black olives","sherry vinegar","0"
"pitted black olives","port","0"
"pitted black olives","reduced chicken stock","0"
"pitted black olives","large washed Sebago potatoes","0"
"pitted black olives","Maltese pork sausage meat","0"
"pitted black olives","baby rocket leaves","0"
"pitted black olives","sprigs thyme ","0"
"pitted black olives","brandy","0"
"pitted black olives","truffle oil","0"
"pitted black olives","truffle paste","0"
"pitted black olives","rabbit  ","0"
"pitted black olives","bay leaves ","0"
"pitted black olives","slices of dense","0"
"pitted black olives","kunserva  ","0"
"pitted black olives","capers ","0"
"pitted black olives","white anchovies or tinned tuna in oil","0"
"pitted black olives","sea salt and freshly ground black pepper ","0"
"pitted black olives","chopped parsley ","0"
"pitted black olives","kohlrabi","0"
"pitted black olives","podded broad beans","0"
"pitted black olives","podded peas  ","0"
"pitted black olives","small cauliflower","0"
"pitted black olives","vegetable or chicken stock ","0"
"pure icing sugar","pure icing sugar","1"
"pure icing sugar","baking powder","1"
"pure icing sugar","lemons","1"
"pure icing sugar","cold unsalted butter","1"
"pure icing sugar","egg yolks","1"
"pure icing sugar","drops orange blossom water","1"
"pure icing sugar","marzipan","1"
"pure icing sugar","small Easter eggs","1"
"pure icing sugar","egg whites","1"
"pure icing sugar","Red and black food colouring","1"
"pure icing sugar","onion","0"
"pure icing sugar","garlic cloves","0"
"pure icing sugar","bay leaves","0"
"pure icing sugar","bacon","0"
"pure icing sugar","minced beef","0"
"pure icing sugar","minced pork","0"
"pure icing sugar","chicken livers","0"
"pure icing sugar","canned chopped tomatoes","0"
"pure icing sugar","beef stock","0"
"pure icing sugar","of grated nutmeg","0"
"pure icing sugar","penne or other tubular pasta","0"
"pure icing sugar","finely grated parmesan","0"
"pure icing sugar","frozen puff pastry","0"
"pure icing sugar","milk","0"
"pure icing sugar","flat-leaf parsley","0"
"pure icing sugar","eschalot","0"
"pure icing sugar","baby capers","0"
"pure icing sugar","lemon juice","0"
"pure icing sugar","dried broad beans","0"
"pure icing sugar","long red chilli","0"
"pure icing sugar","lemon","0"
"pure icing sugar","crackers and raw carrots","0"
"pure icing sugar","ripe pears","0"
"pure icing sugar","sweet dessert wine","0"
"pure icing sugar","almond meal","0"
"pure icing sugar","caster sugar","0"
"pure icing sugar","unsalted butter","0"
"pure icing sugar","amaretto","0"
"pure icing sugar","grated lemon rind","0"
"pure icing sugar","ice-cream or warm vanilla custard","0"
"pure icing sugar","red apples","0"
"pure icing sugar","dried figs","0"
"pure icing sugar","apple juice","0"
"pure icing sugar","finely grated rind of one lemon","0"
"pure icing sugar","self-raising flour","0"
"pure icing sugar","ground cinnamon","0"
"pure icing sugar","mixed spice","0"
"pure icing sugar","whipped cream","0"
"pure icing sugar","boneless pork shoulder","0"
"pure icing sugar","dried mint ","0"
"pure icing sugar","flaked almonds","0"
"pure icing sugar","whole cloves","0"
"pure icing sugar","cinnamon sticks","0"
"pure icing sugar","soy sauce","0"
"pure icing sugar","fish sauce","0"
"pure icing sugar","brown sugar","0"
"pure icing sugar","sabaht baharat  (see note)","0"
"pure icing sugar","minced garlic","0"
"pure icing sugar","salt ","0"
"pure icing sugar","ice-cold water ","0"
"pure icing sugar","Kewpie mayonnaise","0"
"pure icing sugar","Dijon mustard","0"
"pure icing sugar","honey","0"
"pure icing sugar","rabbit pieces","0"
"pure icing sugar","large brown onion","0"
"pure icing sugar","tin whole peeled tomatoes","0"
"pure icing sugar","white wine","0"
"pure icing sugar","sprigs of rosemary","0"
"pure icing sugar","carrots","0"
"pure icing sugar","mushrooms","0"
"pure icing sugar","cooked white rice","0"
"pure icing sugar","fresh peaches","0"
"pure icing sugar","white flour","0"
"pure icing sugar","wheat flour","0"
"pure icing sugar","white sugar","0"
"pure icing sugar","vanilla extract","0"
"pure icing sugar","ice-cream or yoghurt","0"
"pure icing sugar","pitted dates","0"
"pure icing sugar","evaporated milk ","0"
"pure icing sugar","whiskey","0"
"pure icing sugar","plain biscuits","0"
"pure icing sugar","roasted hazelnuts","0"
"pure icing sugar","dried apricots","0"
"pure icing sugar","good quality dark chocolate","0"
"pure icing sugar","icing sugar","0"
"pure icing sugar","rice","0"
"pure icing sugar","chopped onions","0"
"pure icing sugar","fresh mint","0"
"pure icing sugar","anchovy fillets","0"
"pure icing sugar","canned tuna","0"
"pure icing sugar","sebago potatoes","0"
"pure icing sugar","extra virgin olive oil ","0"
"pure icing sugar","dried oregano ","0"
"pure icing sugar","garfish","0"
"pure icing sugar","olive oil ","0"
"pure icing sugar","plain flour ","0"
"pure icing sugar","semolina ","0"
"pure icing sugar","margarine ","0"
"pure icing sugar","orange juice or water ","0"
"pure icing sugar","jar  of treacle ","0"
"pure icing sugar","mandarin","0"
"pure icing sugar","ground cloves ","0"
"pure icing sugar","mixed spice ","0"
"pure icing sugar","aniseed liqueur ","0"
"pure icing sugar","hot water ","0"
"pure icing sugar","semolina","0"
"pure icing sugar","finely grated lemon rind","0"
"pure icing sugar"," tsp vanilla essence","0"
"pure icing sugar","wholemeal breadcrumbs","0"
"pure icing sugar","skim milk","0"
"pure icing sugar","chicken mince","0"
"pure icing sugar","mixed herbs","0"
"pure icing sugar","egg","0"
"pure icing sugar","tomatoes","0"
"pure icing sugar","Parsley to garnish","0"
"pure icing sugar","eggplant","0"
"pure icing sugar","celery stalks","0"
"pure icing sugar","olives","0"
"pure icing sugar","capers","0"
"pure icing sugar"," water","0"
"pure icing sugar","globe artichokes","0"
"pure icing sugar","heads garlic","0"
"pure icing sugar","finely chopped parsley","0"
"pure icing sugar","green or black olives","0"
"pure icing sugar","can tuna","0"
"pure icing sugar","ground almonds","0"
"pure icing sugar","sugar","0"
"pure icing sugar","cocoa powder","0"
"pure icing sugar","ground cloves","0"
"pure icing sugar","orange flower water","0"
"pure icing sugar","chopped roasted almonds","0"
"pure icing sugar","dried chestnuts","0"
"pure icing sugar","mandarin peel","0"
"pure icing sugar","of ground cloves","0"
"pure icing sugar","of ground aniseed","0"
"pure icing sugar","sesame seeds","0"
"pure icing sugar","butter ","0"
"pure icing sugar","chicken or beef stock ","0"
"pure icing sugar","tomato paste ","0"
"pure icing sugar","tomato puree ","0"
"pure icing sugar","macaroni or penne ","0"
"pure icing sugar","parmesan","0"
"pure icing sugar","tasty cheese","0"
"pure icing sugar","salt and pepper ","0"
"pure icing sugar","puff pastry sheets","0"
"pure icing sugar","large onions","0"
"pure icing sugar","tin tomatoes ","0"
"pure icing sugar","flat-leaf parsley leaves ","0"
"pure icing sugar","red wine ","0"
"pure icing sugar","water ","0"
"pure icing sugar","thin slices of topside or round steak ","0"
"pure icing sugar","minced veal ","0"
"pure icing sugar","bacon rashers","0"
"pure icing sugar","finely chopped flat-leaf parsley","0"
"pure icing sugar","finely chopped oregano","0"
"pure icing sugar","spring onion","0"
"pure icing sugar","grated gbejniet","0"
"pure icing sugar","salt and pepper","0"
"pure icing sugar","day-old loaf of bread","0"
"pure icing sugar","sugar ","0"
"pure icing sugar","custard powder ","0"
"pure icing sugar","cornflour ","0"
"pure icing sugar","cocoa ","0"
"pure icing sugar","mixed dried fruit such as sultanas","0"
"pure icing sugar","almonds ","0"
"pure icing sugar","glacé cherries","0"
"pure icing sugar","vanilla extract ","0"
"pure icing sugar","whisky","0"
"pure icing sugar","French shallots","0"
"pure icing sugar","head garlic","0"
"pure icing sugar","sprigs of thyme ","0"
"pure icing sugar","sherry vinegar","0"
"pure icing sugar","port","0"
"pure icing sugar","reduced chicken stock","0"
"pure icing sugar","large washed Sebago potatoes","0"
"pure icing sugar","Maltese pork sausage meat","0"
"pure icing sugar","baby rocket leaves","0"
"pure icing sugar","sprigs thyme ","0"
"pure icing sugar","brandy","0"
"pure icing sugar","truffle oil","0"
"pure icing sugar","truffle paste","0"
"pure icing sugar","rabbit  ","0"
"pure icing sugar","bay leaves ","0"
"pure icing sugar","slices of dense","0"
"pure icing sugar","kunserva  ","0"
"pure icing sugar","capers ","0"
"pure icing sugar","white anchovies or tinned tuna in oil","0"
"pure icing sugar","sea salt and freshly ground black pepper ","0"
"pure icing sugar","chopped parsley ","0"
"pure icing sugar","kohlrabi","0"
"pure icing sugar","podded broad beans","0"
"pure icing sugar","podded peas  ","0"
"pure icing sugar","small cauliflower","0"
"pure icing sugar","vegetable or chicken stock ","0"
"baking powder","baking powder","3"
"baking powder","lemons","1"
"baking powder","cold unsalted butter","1"
"baking powder","egg yolks","1"
"baking powder","drops orange blossom water","1"
"baking powder","marzipan","1"
"baking powder","small Easter eggs","1"
"baking powder","egg whites","1"
"baking powder","Red and black food colouring","1"
"baking powder","onion","0"
"baking powder","garlic cloves","0"
"baking powder","bay leaves","0"
"baking powder","bacon","0"
"baking powder","minced beef","0"
"baking powder","minced pork","0"
"baking powder","chicken livers","0"
"baking powder","canned chopped tomatoes","0"
"baking powder","beef stock","0"
"baking powder","of grated nutmeg","0"
"baking powder","penne or other tubular pasta","0"
"baking powder","finely grated parmesan","0"
"baking powder","frozen puff pastry","0"
"baking powder","milk","0"
"baking powder","flat-leaf parsley","0"
"baking powder","eschalot","0"
"baking powder","baby capers","0"
"baking powder","lemon juice","0"
"baking powder","dried broad beans","0"
"baking powder","long red chilli","0"
"baking powder","lemon","0"
"baking powder","crackers and raw carrots","0"
"baking powder","ripe pears","0"
"baking powder","sweet dessert wine","0"
"baking powder","almond meal","1"
"baking powder","caster sugar","0"
"baking powder","unsalted butter","0"
"baking powder","amaretto","0"
"baking powder","grated lemon rind","1"
"baking powder","ice-cream or warm vanilla custard","0"
"baking powder","red apples","0"
"baking powder","dried figs","0"
"baking powder","apple juice","1"
"baking powder","finely grated rind of one lemon","0"
"baking powder","self-raising flour","0"
"baking powder","ground cinnamon","0"
"baking powder","mixed spice","0"
"baking powder","whipped cream","0"
"baking powder","boneless pork shoulder","0"
"baking powder","dried mint ","0"
"baking powder","flaked almonds","0"
"baking powder","whole cloves","0"
"baking powder","cinnamon sticks","0"
"baking powder","soy sauce","0"
"baking powder","fish sauce","0"
"baking powder","brown sugar","0"
"baking powder","sabaht baharat  (see note)","0"
"baking powder","minced garlic","0"
"baking powder","salt ","0"
"baking powder","ice-cold water ","0"
"baking powder","Kewpie mayonnaise","0"
"baking powder","Dijon mustard","0"
"baking powder","honey","0"
"baking powder","rabbit pieces","0"
"baking powder","large brown onion","0"
"baking powder","tin whole peeled tomatoes","0"
"baking powder","white wine","0"
"baking powder","sprigs of rosemary","0"
"baking powder","carrots","0"
"baking powder","mushrooms","0"
"baking powder","cooked white rice","0"
"baking powder","fresh peaches","1"
"baking powder","white flour","1"
"baking powder","wheat flour","1"
"baking powder","white sugar","1"
"baking powder","vanilla extract","1"
"baking powder","ice-cream or yoghurt","1"
"baking powder","pitted dates","0"
"baking powder","evaporated milk ","0"
"baking powder","whiskey","0"
"baking powder","plain biscuits","0"
"baking powder","roasted hazelnuts","0"
"baking powder","dried apricots","0"
"baking powder","good quality dark chocolate","0"
"baking powder","icing sugar","0"
"baking powder","rice","0"
"baking powder","chopped onions","0"
"baking powder","fresh mint","0"
"baking powder","anchovy fillets","0"
"baking powder","canned tuna","0"
"baking powder","sebago potatoes","0"
"baking powder","extra virgin olive oil ","0"
"baking powder","dried oregano ","0"
"baking powder","garfish","0"
"baking powder","olive oil ","0"
"baking powder","plain flour ","0"
"baking powder","semolina ","0"
"baking powder","margarine ","0"
"baking powder","orange juice or water ","0"
"baking powder","jar  of treacle ","0"
"baking powder","mandarin","0"
"baking powder","ground cloves ","0"
"baking powder","mixed spice ","0"
"baking powder","aniseed liqueur ","0"
"baking powder","hot water ","0"
"baking powder","semolina","0"
